frequency_hz,gain_db,phase_deg
645.6542,61.86183,177.2074235543752
660.6934,61.86134,177.14250743618686
676.083,61.86083,177.0760443319517
691.831,61.8603,177.00803424166966
707.9458,61.85974,176.93847716534077
724.436,61.85916,176.86731580718558
741.3102,61.85855,176.79449287142444
758.5776,61.85791,176.7200083580574
776.2471,61.85724,176.6437476755255
794.3282,61.85654,176.5657681196082
812.8305,61.85581,176.48601239452597
831.7638,61.85504,176.40436590871983
851.138,61.85423,176.32082866218977
870.9636,61.85339,176.23534335915622
891.2509,61.85251,176.1479099996193
912.0108,61.85158,176.05847128779936
933.2543,61.85062,175.96696992791698
954.9926,61.84961,175.8733486241926
977.2372,61.84855,175.77760737662624
1000.0,61.84744,175.67957429787936
1023.293,61.84628,175.57936397951096
1047.129,61.84506,175.47680453418252
1071.519,61.84379,175.3718959618941
1096.478,61.84246,175.26458096686608
1122.018,61.84106,175.15480225331902
1148.154,61.83961,175.0425025254734
1174.898,61.83808,174.92762448754965
1202.264,61.83648,174.81011084376834
1230.269,61.83481,174.6899042983499
1258.925,61.83305,174.5669475555148
1288.25,61.83122,174.4411833194836
1318.257,61.8293,174.31255429447674
1348.963,61.82729,174.18094588893516
1380.384,61.82519,174.04635810285896
1412.538,61.82299,173.9087336404685
1445.44,61.82069,173.76795791020487
1479.108,61.81828,173.62397361628848
1513.561,61.81576,173.47672346293987
1548.817,61.81312,173.3260928586
1584.893,61.81035,173.17208180326878
1621.81,61.80746,173.01463300116683
1659.587,61.80444,172.8535745649556
1698.244,61.80127,172.68890649463498
1737.801,61.79796,172.52051419864605
1778.279,61.7945,172.34834038120925
1819.701,61.79087,172.17227045076552
1862.087,61.78708,171.99224711153545
1905.461,61.78311,171.8082703635189
1949.845,61.77896,171.62011102359796
1995.262,61.77462,171.42776909177255
2041.738,61.77007,171.23118727226318
2089.296,61.76532,171.0301936777313
2137.962,61.76035,170.82478830817684
2187.762,61.75515,170.61485657204094
2238.721,61.74972,170.4002265819849
2290.868,61.74403,170.18095563378833
2344.229,61.73809,169.95681454433316
2398.833,61.73187,169.72780331361938
2454.709,61.72537,169.49380735008796
2511.886,61.71857,169.25471206217983
2570.396,61.71147,169.0104601541156
2630.268,61.70404,168.7608797385566
2691.535,61.69628,168.5059708155029
2754.229,61.68816,168.24561879339547
2818.383,61.67968,167.9797090806752
2884.032,61.67082,167.70812708578322
2951.209,61.66155,167.43081551293992
3019.952,61.65188,167.14765977058627
3090.295,61.64177,166.8585452671632
3162.278,61.63121,166.56341470689136
3235.937,61.62017,166.2621534982116
3311.311,61.60865,165.95470434534437
3388.442,61.59662,165.64089536095122
3467.369,61.58406,165.3207265450321
3548.134,61.57094,164.99402601024852
3630.781,61.55725,164.66079375660044
3715.352,61.54296,164.32085789674932
3801.894,61.52804,163.97416113491568
3890.451,61.51248,163.62064617531996
3981.072,61.49624,163.26025572218268
4073.803,61.4793,162.89281788816527
4168.694,61.46164,162.51838996904726
4265.795,61.44322,162.1367427817106
4365.158,61.42401,161.74793362193483
4466.836,61.40399,161.35190519394044
4570.882,61.38312,160.9484856103888
4677.351,61.36138,160.53773216705954
4786.301,61.33873,160.11953027239355
4897.788,61.31514,159.69382263061132
5011.872,61.29057,159.26066653749243
5128.614,61.26499,158.81994740147778
5248.075,61.23837,158.37166522256746
5370.318,61.21067,157.91582000076136
5495.409,61.18185,157.45235444028003
5623.413,61.15187,156.981325836903
5754.399,61.12071,156.5026768948507
5888.437,61.08831,156.01640761412315
6025.596,61.05464,155.52263258627943
6165.95,61.01966,155.02135181131948
6309.573,60.98334,154.5125652892433
6456.542,60.94562,153.99633031583042
6606.934,60.90647,153.4727614826399
6760.83,60.86586,152.94185878967164
6918.31,60.82373,152.4037368284848
7079.458,60.78005,151.8585101906383
7244.36,60.73478,151.30623617191168
7413.102,60.68788,150.74708665964351
7585.776,60.6393,150.18111894961328
7762.471,60.58901,149.60856222493908
7943.282,60.53697,149.02953107717985
8128.305,60.48313,148.44419739367422
8317.638,60.42746,147.85273306176066
8511.38,60.36993,147.25530996877774
8709.636,60.31049,146.652100002064
8912.509,60.2491,146.04344693629653
9120.108,60.18574,145.42946536303435
9332.543,60.12037,144.8103844653955
9549.926,60.05296,144.18654801805704
9772.372,59.98348,143.55812790835756
10000.0,59.91189,142.9254106151946
10232.93,59.83817,142.28868261746572
10471.29,59.7623,141.648287689848
10715.19,59.68424,141.00445501545948
10964.78,59.60398,140.35752836897728
11220.18,59.52151,139.70779422929894
11481.54,59.43679,139.05565366688106
11748.98,59.34981,138.40133586484163
12022.64,59.26056,137.74518459785781
12302.69,59.16904,137.08765823216567
12589.25,59.07522,136.42892865510376
12882.5,58.97911,135.76945423290817
13182.57,58.88069,135.109578740256
13489.63,58.77998,134.44964595182432
13803.84,58.67696,133.78994234651068
14125.38,58.57164,133.1308689947717
14454.4,58.46404,132.47276967128445
14791.08,58.35414,131.8160454465055
15135.61,58.24197,131.16092550355293
15488.17,58.12754,130.5077536171038
15848.93,58.01087,129.8569881533942
16218.1,57.89196,129.2088009997627
16595.87,57.77085,128.56365052244539
16982.44,57.64754,127.9217086087808
17378.01,57.52207,127.28337632922556
17782.79,57.39446,126.64894016267719
18197.01,57.26474,126.01868658803332
18620.87,57.13293,125.3928447884119
19054.61,56.99907,124.77164394693105
19498.45,56.86318,124.15548513404737
19952.62,56.72531,123.54448294131984
20417.38,56.58548,122.93886655186658
20892.96,56.44373,122.33892244458508
21379.62,56.3001,121.74487980259346
21877.62,56.15462,121.15679592167118
22387.21,56.00734,120.57501457649533
22908.68,55.85829,119.99959306284545
23442.29,55.70751,119.43070326806006
23988.33,55.55504,118.8685743752572
24547.09,55.40092,118.3132063844369
25118.86,55.2452,117.7648857744967
25703.96,55.08791,117.2235552496571
26302.68,54.92909,116.68944399303615
26915.35,54.76878,116.16255200463385
27542.29,54.60703,115.6429365802297
28183.83,54.44388,115.13076960716226
28840.32,54.27936,114.62605108543154
29512.09,54.11352,114.12883831081699
30199.52,53.9464,113.63913128331868
30902.95,53.77802,113.15693000293658
31622.78,53.60844,112.6823490612297
32359.37,53.4377,112.21533116241858
33113.11,53.26582,111.75587630650317
33884.42,53.09284,111.3039844934835
34673.69,52.91881,110.85965572335954
35481.34,52.74376,110.42283270035179
36307.81,52.56771,109.99351542446028
37153.52,52.39072,109.57164659990543
38018.94,52.2128,109.15722622668733
38904.51,52.03399,108.7501970090264
39810.72,51.85433,108.35044435536362
40738.03,51.67384,107.9579109699195
41686.94,51.49255,107.57265414847352
42657.95,51.3105,107.19450200368718
43651.58,51.12771,106.82339723978095
44668.36,50.94421,106.45928256097531
45708.82,50.76002,106.10210067149076
46773.51,50.57518,105.75173697976825
47863.01,50.3897,105.4081341900283
48977.88,50.20362,105.07117771071186
50118.72,50.01695,104.74081024603943
51286.14,49.82972,104.41691720445198
52480.75,49.64195,104.09949858594949
53703.18,49.45366,103.78832520741395
54954.09,49.26487,103.4833970688453
56234.13,49.07561,103.18454228290508
57543.99,48.88589,102.89176084959324
58884.37,48.69573,102.60493817735075
60255.96,48.50514,102.32395967461859
61659.5,48.31416,102.04865345405823
63095.73,48.12278,101.77907681144917
64565.42,47.93103,101.51500056367337
66069.34,47.73892,101.25642471073084
67608.3,47.54648,101.00317736528301
69183.1,47.3537,100.75520123155039
70794.58,47.16061,100.51238171797395
72443.6,46.96722,100.27466152877419
74131.02,46.77355,100.04186877661252
75857.76,46.57959,99.814003461489
77624.71,46.38537,99.59095099184455
79432.82,46.1909,99.3725967761202
81283.05,45.99619,99.1588262227569
83176.38,45.80124,98.94963933175463
85113.8,45.60608,98.74480691999536
87096.36,45.4107,98.5443862832586
89125.09,45.21511,98.3481482384263
91201.08,45.01933,98.15615008127794
93325.43,44.82337,97.96821992447504
95499.26,44.62723,97.78424317645855
97723.72,44.43091,97.60421983722843
100000.0,44.23444,97.42809261100523
102329.3,44.03781,97.25563231467083
104712.9,43.84102,97.0868962440048
107151.9,43.6441,96.9217125116686
109647.8,43.44704,96.7601384134417
112201.8,43.24985,96.60194476620607
114815.4,43.05253,96.44713156996173
117489.8,42.8551,96.29558423314964
120226.4,42.65755,96.14730275576979
123026.9,42.45989,96.00217254626314
125892.5,42.26213,95.86013630885022
128825.0,42.06426,95.72107945197195
131825.7,41.86631,95.58500197562837
134896.3,41.66826,95.45178928826046
138038.4,41.47012,95.3213840940887
141253.8,41.2719,95.19372909733355
144544.0,41.0736,95.06876700221551
147910.8,40.87523,94.94644051295508
151356.1,40.67678,94.82663503799323
154881.7,40.47826,94.70940787310947
158489.3,40.27968,94.59458713096525
162181.0,40.08103,94.48217281156057
165958.7,39.88232,94.37205032333644
169824.4,39.68356,94.26427696207232
173780.1,39.48474,94.15868084042971
177827.9,39.28586,94.0552619584086
181970.1,39.08694,93.95396302022947
186208.7,38.88796,93.8546694343333
190546.1,38.68894,93.75749579227912
194984.5,38.48988,93.66221291094885
199526.2,38.29077,93.56887808612204
204173.8,38.09163,93.47737672623965
208929.6,37.89244,93.38776612708119
213796.2,37.69322,93.29987440130813
218776.2,37.49396,93.21370154892045
223872.1,37.29467,93.12924756991816
229086.8,37.09535,93.04645516852176
234422.9,36.89599,92.96520975317222
239883.3,36.69661,92.88556861964904
245470.9,36.4972,92.80741717639319
251188.6,36.29776,92.73075542340469
257039.6,36.0983,92.655526064904
263026.8,35.89881,92.58167180511164
269153.5,35.6993,92.50919264402758
275422.9,35.49976,92.43808858165184
281838.3,35.30021,92.3681877306459
288403.2,35.10063,92.29954738678921
295120.9,34.90103,92.23216755008184
301995.2,34.70142,92.16593362896471
309029.5,34.50179,92.10084562343785
316227.8,34.30214,92.03684623772175
323593.7,34.10247,91.97393547181638
331131.1,33.90279,91.91205602994225
338844.2,33.70309,91.85120791209935
346736.9,33.50338,91.79133382250816
354813.4,33.30365,91.73237646538922
363078.1,33.10391,91.67433584074247
371535.2,32.90416,91.61721194856793
380189.4,32.70439,91.56089019730656
389045.1,32.50462,91.5054278827379
398107.2,32.30483,91.45076770908243
407380.3,32.10503,91.39685238056059
416869.4,31.90522,91.34368189717247
426579.5,31.70541,91.291256258918
436515.8,31.50558,91.23946087423818
446683.6,31.30574,91.1883530389125
457088.2,31.1059,91.13787545716148
467735.1,30.90604,91.08797083320557
478630.1,30.70618,91.03863916704482
489778.8,30.50631,90.98988045867918
501187.2,30.30643,90.94163741232919
512861.4,30.10654,90.89391002799478
524807.5,29.90665,90.84664100989649
537031.8,29.70675,90.79983035803428
549540.9,29.50684,90.75342077662869
562341.3,29.30693,90.70741226567968
575439.9,29.10701,90.66180482518726
588843.7,28.90708,90.61654115937195
602559.6,28.70715,90.57156397245419
616595.0,28.50721,90.52693056021347
630957.3,28.30727,90.48252633109084
645654.2,28.10732,90.43840858086578
660693.4,27.90737,90.39457730953825
676083.0,27.70741,90.35086062976977
691831.0,27.50744,90.30737313311934
707945.8,27.30747,90.26405752380745
724436.0,27.1075,90.2208565060546
741310.2,26.90751,90.17782737564028
758577.6,26.70753,90.13485554100546
776247.1,26.50754,90.09194100215015
794328.2,26.30754,90.04908375907436
812830.5,26.10754,90.00622651599859
831763.8,25.90753,89.96342656870232
851138.0,25.70752,89.92056932562653
870963.6,25.5075,89.87771208255073
891250.9,25.30748,89.83474024791593
912010.8,25.10746,89.7917111175016
933254.3,24.90742,89.74856739552826
954992.6,24.70739,89.70525178621637
977237.2,24.50734,89.66182158534545
1000000.0,24.3073,89.618219497136
1023293.0,24.10724,89.57438822580849
1047129.0,23.90718,89.53038506714243
1071519.0,23.70712,89.48609542957884
1096478.0,23.50704,89.44151931311764
1122018.0,23.30697,89.3966567177589
1148154.0,23.10688,89.35145034772307
1174898.0,22.90679,89.30595749878971
1202264.0,22.7067,89.26006357939973
1230269.0,22.50659,89.21376858955315
1258925.0,22.30648,89.16707252924998
1288250.0,22.10636,89.11997539849023
1318257.0,21.90624,89.07236260571484
1348963.0,21.7061,89.02429144670337
1380384.0,21.50596,88.97564732989677
1412538.0,21.30581,88.92654484685406
1445440.0,21.10565,88.87681211023671
1479108.0,20.90549,88.82650641582423
1513561.0,20.70531,88.7755704678371
1548817.0,20.50512,88.72400426627533
1584893.0,20.30492,88.67175051535938
1621810.0,20.10472,88.6188092150893
1659587.0,19.9045,88.56518036546505
1698244.0,19.70427,88.51074937492763
1737801.0,19.50402,88.45551624347702
1778279.0,19.30377,88.3994809711132
1819701.0,19.1035,88.34258626205671
1862087.0,18.90322,88.28483211630754
1905461.0,18.70293,88.22616123808615
1949845.0,18.50261,88.16657362739254
1995262.0,18.30229,88.10606928422673
2041738.0,18.10195,88.04447632125017
2089296.0,17.90159,87.98190933002188
2137962.0,17.70121,87.91825371898283
2187762.0,17.50082,87.85350948813307
2238721.0,17.3004,87.787619341693
2290868.0,17.09997,87.7205832796627
2344229.0,16.89951,87.65234400626262
2398833.0,16.69903,87.58290152149277
2454709.0,16.49853,87.51214123379411
2511886.0,16.29801,87.44012043894618
2570396.0,16.09746,87.36672454538991
2630268.0,15.89688,87.29195355312535
2691535.0,15.69628,87.21575016637293
2754229.0,15.49565,87.1380570893532
2818383.0,15.29499,87.05893161784564
2884032.0,15.09429,86.9782018645117
2951209.0,14.89356,86.89592512513092
3019952.0,14.6928,86.81204410392375
3090295.0,14.49201,86.72644420933122
3162278.0,14.29117,86.63912544135329
3235937.0,14.0903,86.55008779998995
3311311.0,13.88938,86.4592739894617
3388442.0,13.68842,86.36656941820954
3467369.0,13.48742,86.27197408623346
3548134.0,13.28636,86.17543069775391
3630781.0,13.08526,86.0768819569914
3715352.0,12.88411,85.97632786394594
3801894.0,12.6829,85.87365382705849
3890451.0,12.48164,85.76880255054955
3981072.0,12.28031,85.66183133019865
4073803.0,12.07893,85.55256827866718
4168694.0,11.87748,85.44101339595521
4265795.0,11.67596,85.32705209050368
4365158.0,11.47437,85.21074165809215
4466836.0,11.27271,85.091910211382
4570882.0,11.07096,84.97055775037329
4677351.0,10.86914,84.8466269792865
4786301.0,10.66723,84.72000330656257
4897788.0,10.46524,84.59068673220156
5011872.0,10.26315,84.4586199604239
5128614.0,10.06096,84.3236883996706
5248075.0,9.858669,84.18583475416212
5370318.0,9.656273,84.04505902389849
5495409.0,9.453765,83.90118932154114
5623413.0,9.251141,83.7542829428696
5754399.0,9.048396,83.6041680005453
5888437.0,8.845523,83.45078719878879
6025596.0,8.642517,83.29414053760003
6165950.0,8.439371,83.13405612964047
6309573.0,8.23608,82.97053397491014
6456542.0,8.032637,82.80345948184997
6606934.0,7.829036,82.63277535468052
6760830.0,7.625268,82.45842429762219
6918310.0,7.421326,82.28034901489555
7079458.0,7.217203,82.098377619162
7244360.0,7.012891,81.91251011042155
7413102.0,6.80838,81.72263189711519
7585776.0,6.603663,81.52862838768391
7762471.0,6.39873,81.33055687790718
7943282.0,6.193571,81.12818818466697
8128305.0,5.988177,80.92146501218377
8317638.0,5.782537,80.71038736045757
8511380.0,5.57664,80.49478334214983
8709636.0,5.370475,80.27465295726059
8912509.0,5.16403,80.04976702267174
9120108.0,4.957294,79.82018283416281
9332543.0,4.750253,79.5857858001748
9549926.0,4.542894,79.34646132914865
9772372.0,4.335204,79.10209482952536
10000000.0,4.127169,78.8526290055254
10232930.0,3.918773,78.59800656136926
10471290.0,3.710002,78.33811290549792
10715190.0,3.50084,78.07289074213186
10964780.0,3.29127,77.80216818393254
11220180.0,3.081275,77.52600252667948
11481540.0,2.870838,77.24416458725463
11748980.0,2.65994,76.9567116614375
12022640.0,2.448563,76.66341456611002
12302690.0,2.236686,76.36433059705173
12589250.0,2.024291,76.0592878669241
12882500.0,1.811356,75.74828637572708
13182570.0,1.597859,75.43115423612217
13489630.0,1.383778,75.10789144810936
13803840.0,1.169091,74.77844071590913
14125380.0,0.9537742,74.44263015218296
14454400.0,0.7378028,74.10051705271034
14791080.0,0.5211523,73.75198682593226
15135610.0,0.3037969,73.39703947184873
15488170.0,0.08571054,73.03550310312117
15848930.0,-0.133134,72.66743501552914
16218100.0,-0.352764,72.29277791329308
16595870.0,-0.573208,71.911417204854
16982440.0,-0.794494,71.52341018599141
17378010.0,-1.01665,71.12864226514627
17782790.0,-1.23971,70.72717073809811
18197010.0,-1.46371,70.3189383090674
18620870.0,-1.68867,69.90394497805414
19054610.0,-1.91462,69.48219074505835
19498450.0,-2.1416,69.05367561008
19952620.0,-2.36964,68.6183995731191
20417380.0,-2.59878,68.17641992995519
20892960.0,-2.82904,67.72773668058825
21379620.0,-3.06046,67.27234982501827
21877620.0,-3.29308,66.81037395480429
22387210.0,-3.52692,66.3418663657258
22908680.0,-3.76202,65.86688435356236
23442290.0,-3.99842,65.38542791831394
23988330.0,-4.23614,64.89766894731906
24547090.0,-4.47523,64.40366473635726
25118860.0,-4.71572,63.90352987698757
25703960.0,-4.95763,63.397378960769
26302680.0,-5.201,62.885383875040084
26915350.0,-5.44586,62.367601915580366
27542290.0,-5.69224,61.84426226550787
28183830.0,-5.94018,61.31547951638164
28840320.0,-6.1897,60.781482851319716
29512090.0,-6.44082,60.24238686188113
30199520.0,-6.69359,59.69836343540441
30902950.0,-6.94801,59.14969905078712
31622780.0,-7.20412,58.59662289114735
32359370.0,-7.46194,58.03924954804409
33113110.0,-7.72149,57.47792279615442
33884420.0,-7.98278,56.912803063660974
34673690.0,-8.24584,56.34418828861725
35481340.0,-8.51068,55.77232484287512
36307810.0,-8.77731,55.19748201659832
37153520.0,-9.04574,54.6199233703726
38018940.0,-9.31599,54.03993538309552
38904510.0,-9.58805,53.4577988040867
39810720.0,-9.86193,52.87379438266575
40738030.0,-10.1376,52.2882143273082
41686940.0,-10.4151,51.701350846489554
42657950.0,-10.6945,51.11349041910737
43651580.0,-10.9756,50.52493098321514
